NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GECOMPLR,CHECKER,ENT_DATE,BEG_CHG_TY,END_CHG_TY
Lushan Xian,卢山县,盧山縣,111.236009,37.874416,今山西方山县南南村,Xian,县,6,579,,605,,95162,POINT,95162,FROM_FD,,,,,新建,撤销
Ningxiang,宁乡县,寧鄉縣,111.365061,37.319513,今山西中阳县东,Xian,县,6,579,4,606,4,95163,POINT,95163,FROM_FD,,,,,新建,撤销
Pingyi Xian,平夷县,平夷縣,111.188125,37.339596,今山西中阳县,Xian,县,6,579,4,1194,4,95164,POINT,95164,FROM_AC,,,,,新建,更名
Ningxiang,宁乡县,寧鄉縣,111.188125,37.339596,今山西中阳县,Xian,县,6,1195,4,1911,6,95165,POINT,95165,FROM_AC,,,,,更名,数据下限
Zhongdu Xian,中都县,中都縣,112.127835,37.191928,今山西平遥县桥头村一带,Xian,县,6,-247,4,447,4,95168,POINT,95168,FROM_FD,,,,,新建,治所迁移
Jingling Xian,京陵县,京陵縣,112.231478,37.204185,今山西平遥县京陵村,Xian,县,6,-204,4,13,3,95170,POINT,95170,FROM_FD,,,,,新建,更名
Zhicheng Xian,致城县,致城縣,112.231478,37.204185,今山西平遥县京陵村,Xian,县,6,14,3,22,3,95171,POINT,95171,FROM_FD,,,,,更名,更名
Jingling Xian,京陵县,京陵縣,112.231478,37.204185,今山西平遥县京陵村,Xian,县,6,23,3,447,4,95172,POINT,95172,FROM_FD,,,,,更名,撤销
Qingshi Xian,清世县,清世縣,112.291657,37.166881,今山西平遥县东青村、西青村间,Xian,县,6,596,4,604,4,95173,POINT,95173,FROM_FD,,,,,新建,撤销
Pingyao Xian,平遥县,平遙縣,112.177597,37.20726,今山西平遥县城,Xian,县,6,448,4,1911,4,95174,POINT,95174,FROM_AC,,,,,更名和治所迁移,数据下限
Xincheng Xian,新城县,新城縣,111.147152,36.945014,今山西交口县西南,Xian,县,6,497,4,626,4,95177,POINT,95177,FROM_FD,,,,,更名,撤销
Wenquan Xian,温泉县,溫泉縣,111.453293,37.058769,今山西交口县东北25公里温泉乡,Xian,县,6,620,4,1265,4,95178,POINT,95178,FROM_FD,,,,,新建,撤销
Lingxi Xian,岭西县,嶺西縣,110.826668,36.995705,今山西石楼县,Xian,县,6,448,4,496,4,95179,POINT,95179,FROM_AC,,,,,新建,更名
Tujing Xian,吐京县,吐京縣,110.826668,36.995705,今山西石楼县,Xian,县,6,497,4,597,4,95180,POINT,95180,FROM_AC,,,,,更名,更名
Shilou Xian,石楼县,石樓縣,110.826668,36.995705,今山西石楼县,Xian,县,6,598,4,1911,6,95181,POINT,95181,FROM_AC,,,,,更名,数据下限
Linhe Xian,临河县,臨河縣,110.617569,37.094711,今山西石楼县西田家岔村,Xian,县,6,619,4,626,4,95183,POINT,95183,FROM_FD,,,,,新建,撤销
Changshou Xian,长寿县,長壽縣,110.979725,37.025867,今山西石楼县东故县村,Xian,县,6,619,4,626,4,95184,POINT,95184,FROM_FD,,,,,新建,撤销
Yong'an Xian,永安县,永安縣,111.782768,37.143234,今山西孝义市城关镇,Xian,县,6,493,4,626,4,95185,POINT,95185,FROM_AC,,,,,新建,更名
Xiaoyi Xian,孝义县,孝義縣,111.782768,37.143234,今山西孝义市城关镇,Xian,县,6,627,4,975,4,95186,POINT,95186,FROM_AC,,,,,更名,更名
Zhongyang Xian,中阳县,中陽縣,111.782768,37.143234,今山西孝义市城关镇,Xian,县,6,976,4,976,,0,POINT,200004,FROM_AC,,,,,更名,更名
Xiaoyi Xian,孝义县,孝義縣,111.782768,37.143234,今山西孝义市城关镇,Xian,县,6,977,4,1071,4,95188,POINT,95188,FROM_AC,,,,,更名,撤销
Yanglin Xian,阳林县,陽林縣,111.554118,37.074872,今山西孝义市境内,Xian,县,6,529,4,555,4,95189,POINT,95189,FROM_FD,,,,,新建,撤销
Xiaoyi Xian,孝义县,孝義縣,111.782768,37.143234,今山西孝义市城关镇,Xian,县,6,1086,4,1911,4,95190,POINT,95190,FROM_AC,,,,,新建,数据下限
Shengyuan Xian,升原县,升原縣,111.667441,37.14109,今山西孝义市境内,Xian,县,6,529,4,555,4,95191,POINT,95191,FROM_FD,,,,,新建,撤销
Lingshan Xian,零山县,零山縣,111.530082,37.203108,今山西孝义市境内,Xian,县,6,529,4,555,4,95192,POINT,95192,FROM_FD,,,,,新建,撤销
Chigu Xian,赤谷县,赤穀縣,111.637101,37.001835,今山西孝义市境内,Xian,县,6,529,4,555,4,95193,POINT,95193,FROM_FD,,,,,新建,撤销
Changhua Xian,昌化县,昌化縣,111.135178,37.510105,今山西离石县,Xian,县,6,552,4,556,4,95194,POINT,95194,FROM_AC,,,,,新建,更名
Lishi Xian,离石县,離石縣,111.135178,37.510105,今山西离石县,Xian,县,6,557,4,1260,4,95195,POINT,95195,FROM_AC,,,,,更名,撤销
Lishi Xian,离石县,離石縣,111.135178,37.510105,今山西离石县,Xian,县,6,1262,4,1368,4,95196,POINT,95196,FROM_AC,,,,,新建,撤销
Dinghu Xian,定胡县,定胡縣,110.80104,37.551552,今山西柳林县西北孟门镇,Xian,县,6,579,4,627,4,95197,POINT,95197,FROM_AC,,,,,新建,更名
Mengmen Xian,孟门县,孟門縣,110.80104,37.551552,今山西柳林县西北孟门镇,Xian,县,6,628,4,632,4,95198,POINT,95198,FROM_AC,,,,,更名,撤销
Yongning Zhou,永宁州,永寧州,111.135178,37.510105,今山西离石市,Zhou,州,6,1567,4,1911,6,95202,POINT,95202,FROM_AC,,,,,更名,数据下限
Kuhu Xian,窟胡县,窟胡縣,111.236009,37.874416,今山西方山县南南村,Xian,县,6,579,4,580,4,95203,POINT,95203,FROM_FD,,,,,新建,更名
Xiuhua Xian,修化县,修化縣,111.236009,37.874416,今山西方山县南南村,Xian,县,6,581,4,615,4,95204,POINT,95204,FROM_FD,,,,,更名,撤销
Dinghu Xian,定胡县,定胡縣,110.80104,37.551552,今山西柳林县西北孟门镇,Xian,县,6,634,4,1194,4,95207,POINT,95207,FROM_AC,,,,,新建,更名
Mengmen Xian,孟门县,孟門縣,110.80104,37.551552,今山西柳林县西北孟门镇,Xian,县,6,1195,4,1265,4,95208,POINT,95208,FROM_AC,,,,,更名,撤销
Liangquan Xian,良泉县,良泉縣,111.32222,37.989613,今山西方山县北方山村,Xian,县,6,552,4,606,4,95210,POINT,95210,FROM_AC,,,,,新建,更名
Fangshan Xian,方山县,方山縣,111.32222,37.989613,今山西方山县方山村,Xian,县,6,607,4,636,4,95211,POINT,95211,FROM_AC,,,,,更名,治所迁移
Fangshan Xian,方山县,方山縣,111.277803,37.958623,今山西方山县西南古贤村,Xian,县,6,637,4,1215,4,95212,POINT,95212,FROM_FD,,,,,治所迁移,治所迁移
Fangshan Xian,方山县,方山縣,111.322212,37.989571,今山西方山县北方山村,Xian,县,6,1216,4,1265,4,95213,POINT,95213,FROM_FD,,,,,治所迁移,撤销
Zhi Xian,彘县,彘縣,111.728081,36.563824,今山西霍州市,Xian,县,6,-204,4,13,3,95215,POINT,95215,FROM_AC,,,,,新建,更名
Huangcheng Xian,黄城县,黃城縣,111.728081,36.563824,今山西霍州市,Xian,县,6,14,3,22,3,95216,POINT,95216,FROM_AC,,,,,更名,更名
Zhi Xian,彘县,彘縣,111.728081,36.563824,今山西霍州市,Xian,县,6,23,4,133,4,95217,POINT,95217,FROM_AC,,,,,更名,更名
Yong'an Xian,永安县,永安縣,111.728081,36.563824,今山西霍州市,Xian,县,6,134,4,445,4,95218,POINT,95218,FROM_AC,,,,,更名,撤销
Yong'an Xian,永安县,永安縣,111.728081,36.563824,今山西霍州市,Xian,县,6,532,4,597,4,95219,POINT,95219,FROM_AC,,,,,治所迁移,更名
Huoyi Xian,霍邑县,霍邑縣,111.728081,36.563824,今山西霍州市,Xian,县,6,598,4,1367,4,95220,POINT,95220,FROM_AC,,,,,更名,撤销
Yong'an Xian,永安县,永安縣,111.675247,36.390411,今山西洪洞县赵城镇东北桥东村,Xian,县,6,505,4,531,4,95221,POINT,95221,FROM_AC,,,,,新建,治所迁移
Xiaolingshi Xian,小灵石县,小靈石縣,111.811859,36.966656,今山西灵石县冷泉关,Xian,县,6,1215,4,1264,4,95222,POINT,95222,FROM_FD,,,,,新建,撤销
Lingshi Xian,灵石县,靈石縣,111.776215,36.842152,今山西灵石县城,Xian,县,6,590,4,1911,4,95223,POINT,95223,FROM_AC,,,,,新建,数据下限
Zhaocheng Xian,赵城县,趙城縣,111.818979,36.445003,今山西洪洞县北赵城镇东北,Xian,县,6,617,4,663,4,95224,POINT,95224,FROM_FD,,,,,新建,治所迁移
Zhaocheng Xian,赵城县,趙城縣,111.675247,36.390411,今山西洪洞县北赵城镇,Xian,县,6,664,4,1071,4,95225,POINT,95225,FROM_AC,,,,,治所迁移,撤销
Zhaocheng Xian,赵城县,趙城縣,111.675247,36.390411,今山西洪洞县北赵城镇,Xian,县,6,1080,4,1112,4,95227,POINT,95227,FROM_AC,,,,,新建,撤销
Pishi Xian,皮氏县,皮氏縣,110.662392,35.576092,今山西河津县西阳村乡太阳堡村东,Xian,县,6,-204,4,13,3,95228,POINT,95228,FROM_FD,,,,,新建,更名
Yanping Xian,延平县,延平縣,110.662392,35.576092,今山西河津县西阳村乡太阳堡村东,Xian,县,6,14,3,22,3,95229,POINT,95229,FROM_FD,,,,,更名,更名
Pishi Xian,皮氏县,皮氏縣,110.662392,35.576092,今山西河津县西阳村乡太阳堡村,Xian,县,6,23,3,445,4,95230,POINT,95230,FROM_FD,,,,,更名,更名
Longmen,龙门县,龍門县,110.662392,35.576092,山西省河津县西阳村乡太阳堡村东,Xian,县,6,446,4,1119,4,95231,POINT,95231,FROM_FD,,,,,更名,更名
Hejin Xian,河津县,河津縣,110.662392,35.576092,今山西省河津县西阳村乡太阳堡村东,Xian,县,6,1120,4,1311,4,95232,POINT,95232,FROM_FD,,,,,更名,治所迁移
Hejin Xian,河津县,河津縣,110.697807,35.587402,今山西河津城关,Xian,县,6,1312,4,1911,6,95233,POINT,95233,FROM_AC,,,,,治所迁移,数据下限
Wanchun Xian,万春县,萬春縣,110.786301,35.691853,今山西省河津市东北四十里张吴村,Xian,县,6,622,4,642,4,95234,POINT,95234,FROM_FD,,,,,新建,撤销
Gaoliang Xian,高凉县,高涼縣,111.078951,35.579788,今山西省稷山县城东南三十里,Xian,县,6,488,4,560,4,95235,POINT,95235,FROM_FD,,,,,新建,治所迁移
Gaoliang Xian,高凉县,高涼縣,110.913133,35.579788,今山西稷山县西南十二里,Xian,县,6,561,4,597,4,95236,POINT,95236,FROM_FD,,,,,治所迁移,更名和治所迁移
Jishan Xian,稷山县,稷山縣,110.978828,35.602161,今山西稷山县城关,Xian,县,6,598,4,1911,6,95237,POINT,95237,FROM_AC,,,,,更名和治所迁移,数据下限
Nanjiang Xian,南绛县,南絳縣,111.605877,35.471818,今山西绛县东南十里车厢城遗址,Xian,县,6,494,4,553,4,95238,POINT,95238,FROM_FD,,,,,新建,更名
Jiang Xian,绛县,絳縣,111.605877,35.471818,今山西绛县东南十里车厢城遗址,Xian,县,6,554,4,617,4,95239,POINT,95239,FROM_FD,,,,,更名,治所迁移
Jiang Xian,绛县,絳縣,111.561325,35.489243,今山西绛县城关,Xian,县,6,618,4,1911,6,95240,POINT,95240,FROM_AC,,,,,治所迁移,数据下限
Changxiu Xian,长修县,長修縣,111.084602,35.65744,今新绛县西北三十里泉掌镇,Xian,县,6,-108,4,24,4,95241,POINT,95241,FROM_FD,,,,,新建,撤销
Wenxi Xian,闻喜县,聞喜縣,111.154249,35.558538,今山西新绛县柏壁村,Xian,县,6,561,4,589,4,95242,POINT,95242,FROM_FD,,,,,治所迁移,治所迁移
Linfen Xian,临汾县,臨汾縣,111.219704,35.613621,今山西新绛县城关,Xian,县,6,550,4,597,4,95243,POINT,95243,FROM_FD,,,,,治所迁移,更名
Zhengping Xian,正平县,正平縣,111.219704,35.613621,今山西新绛县城关,Xian,县,6,598,4,1367,4,95244,POINT,95244,FROM_FD,,,,,更名,撤销
Zuoyi Xian,左邑县,左邑縣,111.217209,35.357723,今山西闻喜县城关,Xian,县,6,-204,4,13,3,95245,POINT,95245,FROM_AC,,,,,新建,更名
Taoting Xian,洮亭县,洮亭縣,111.217209,35.357723,今山西闻喜县城关,Xian,县,6,14,3,22,3,95246,POINT,95246,FROM_AC,,,,,更名,更名
Zuoyi Xian,左邑县,左邑縣,111.217209,35.357723,今山西闻喜县城关,Xian,县,6,23,4,105,4,95247,POINT,95247,FROM_AC,,,,,更名,撤销
Wenxi Xian,闻喜县,聞喜縣,111.192789,35.33722,今山西闻喜县西南,Xian,县,6,-111,4,105,4,95248,POINT,95248,FROM_FD,,,,,新建,治所迁移
Wenxi Xian,闻喜县,聞喜縣,111.217209,35.357723,今山西闻喜县城关,Xian,县,6,106,4,560,4,95249,POINT,95249,FROM_AC,,,,,治所迁移,治所迁移
Wenxi Xian,闻喜县,聞喜縣,111.318657,35.426205,今山西闻喜县东镇,Xian,县,6,590,4,595,4,95250,POINT,95250,FROM_AC,,,,,治所迁移,更名
Tongxiang Xian,桐乡县,桐鄉縣,111.318657,35.426205,今山西闻喜县东镇,Xian,县,6,596,4,642,4,95251,POINT,95251,FROM_AC,,,,,更名,撤销
Wenxi Xian,闻喜县,聞喜縣,111.318657,35.426205,今山西闻喜县东镇镇,Xian,县,6,618,4,814,4,95252,POINT,95252,FROM_AC,,,,,新建,治所迁移
Wenxi Xian,闻喜县,聞喜縣,111.192789,35.33722,今山西闻喜县西南,Xian,县,6,815,4,947,4,95253,POINT,95253,FROM_FD,,,,,治所迁移,治所迁移
Wenxi Xian,闻喜县,聞喜縣,111.217209,35.357723,今山西闻喜县城关,Xian,县,6,948,4,1911,6,95254,POINT,95254,FROM_AC,,,,,治所迁移,数据下限
Yuan Xian,垣县,垣縣,111.812626,35.148973,今山西垣曲县城东南二十五公里下亳城村,Xian,县,6,-204,,469,4,95255,POINT,95255,FROM_FD,,,,,新建,更名
Baishui Xian,白水县,白水縣,111.812626,35.148973,今山西垣曲县城东南25公里下亳城村,Xian,县,6,470,4,549,4,95256,POINT,95256,FROM_FD,,,,,更名,治所迁移
Baishui Xian,白水县,白水縣,111.87706,35.096607,今山西省垣曲县古城镇,Xian,县,6,550,4,558,4,95257,POINT,95257,FROM_AC,,,,,治所迁移,更名
Bocheng Xian,亳城县,亳城縣,111.87706,35.096607,今山西省垣曲县东南古城镇,Xian,县,6,559,4,606,4,95258,POINT,95258,FROM_AC,,,,,更名,更名
Yuan Xian,垣县,垣縣,111.87706,35.096607,今山西省垣曲县古城镇,Xian,县,6,607,4,959,4,95259,POINT,95259,FROM_AC,,,,,更名,更名
Yuanqu Xian,垣曲县,垣曲縣,111.87706,35.096607,今山西省垣曲县古城镇,Xian,县,6,960,4,1264,4,95260,POINT,95260,FROM_AC,,,,,更名,撤销
Yuanqu Xian,垣曲县,垣曲縣,111.87706,35.096607,今山西省垣曲县古城镇,Xian,县,6,1265,4,1911,4,95261,POINT,95261,FROM_AC,,,,,新建,数据下限
Qinglian Xian,清廉县,清廉縣,111.718309,35.141436,今山西垣曲县城南约二十公里清廉村,Xian,县,6,386,4,606,4,95262,POINT,95262,FROM_FD,,,,,新建,撤销
Qinglian Xian,清廉县,清廉縣,111.718309,35.141436,今山西垣曲县城南约二十公里清廉村,Xian,县,6,617,4,625,4,95263,POINT,95263,FROM_FD,,,,,新建,撤销
Bocheng Xian,亳城县,亳城縣,111.812626,35.148973,山西省垣曲县南亳城村,Xian,县,6,617,4,621,4,95264,POINT,95264,FROM_FD,,,,,新建,撤销
Puyuan Xian,蒲原县,蒲原縣,111.87706,35.096607,今山西垣曲县城东南古城镇东,Xian,县,6,559,4,606,4,95265,POINT,95265,FROM_AC,,,,,新建,撤销
Changquan Xian,长泉县,長泉縣,111.718309,35.141436,今山西垣曲县城南约二十公里清廉村,Xian,县,6,619,4,620,4,95266,POINT,95266,FROM_FD,,,,,新建,撤销
Jie Xian,解县,解縣,110.855438,34.911781,今山西运城市西南解州,Xian,县,6,596,4,605,4,95267,POINT,95267,FROM_AC,,,,,新建,撤销
Nananyi Xian,南安邑县,南安邑縣,111.042419,35.062,今山西运城市盐湖区安邑镇,Xian,县,6,487,4,572,4,95268,POINT,95268,FROM_AC,,,,,新建,更名和治所迁移
Anyi Xian,安邑县,安邑縣,111.160118,35.180275,今山西夏县西北禹王城,Xian,县,6,573,4,580,4,95269,POINT,95269,FROM_FD,,,,,更名和治所迁移,治所迁移
Anyi Xian,安邑县,安邑縣,111.042419,35.062,今山西运城市盐湖区安邑镇,Xian,县,6,581,4,756,4,95270,POINT,95270,FROM_AC,,,,,治所迁移,更名
Yuyi Xian,虞邑县,虞邑縣,111.042419,35.062,今山西运城市盐湖区安邑镇,Xian,县,6,757,4,768,4,95271,POINT,95271,FROM_AC,,,,,更名,更名
Anyi Xian,安邑县,安邑縣,111.042419,35.062,今山西运城市盐湖区安邑镇,Xian,县,6,769,4,1911,6,95272,POINT,95272,FROM_AC,,,,,更名,数据下限
Xingle Xian,兴乐县,興樂縣,110.993454,35.014397,今山西运城市城关,Xian,县,6,620,4,626,4,95273,POINT,95273,FROM_AC,,,,,新建,撤销
Yuxiang Xian,虞乡县,虞鄉縣,110.855438,34.911781,今山西运城县西南解州,Xian,县,6,613,4,617,4,95274,POINT,95274,FROM_AC,,,,,治所迁移,更名
Jie Xian,解县,解縣,110.855438,34.911781,今山西运城县西南解州,Xian,县,6,618,4,642,4,95275,POINT,95275,FROM_AC,,,,,更名,撤销
Jie Xian,解县,解縣,110.855438,34.911781,今山西运城县西南解州,Xian,县,6,648,4,1367,4,95276,POINT,95276,FROM_AC,,,,,新建,更名
Jie Zhou,解州,解州,110.855438,34.911781,今山西运城县西南解州,,,6,1368,4,1723,4,95277,POINT,95277,FROM_AC,王杰榆,满志敏,,,更名,撤销
Dayang Xian,大阳县,大陽縣,111.185144,34.816538,今山西省平陆县南茅津渡东,Xian,县,6,-204,4,13,3,95278,POINT,95278,FROM_FD,,,,,新建,更名
Qintian Xian,勤田县,勤田縣,111.185144,34.816538,今山西省平陆县城南茅津渡东,Xian,县,6,14,3,22,3,95279,POINT,95279,FROM_FD,,,,,更名,更名
Dayang Xian,大阳县,大陽縣,111.185144,34.816538,今山西省平陆县城南茅津渡东,Xian,县,6,23,3,566,4,95280,POINT,95280,FROM_FD,,,,,更名,更名和治所迁移
Hebei Xian,河北县,河北縣,111.113324,34.802203,今山西省平陆县老城,Xian,县,6,567,4,741,4,95281,POINT,95281,FROM_FD,,,,,更名和治所迁移,更名
Pinglu Xian,平陆县,平陸縣,111.113324,34.802203,今山西平陆县平陆老城,Xian,县,6,742,4,1911,6,95282,POINT,95282,FROM_FD,,,,,更名,数据下限
Anrong Xian,安戎县,安戎縣,110.736336,34.699791,今芮城县南卫乡东张村,Xian,县,6,535,4,559,4,95283,POINT,95283,FROM_FD,,,,,新建,更名和迁移治所
Ruicheng Xian,芮城县,芮城縣,110.688294,34.697308,今山西芮城城关,Xian,县,6,560,4,1911,6,95284,POINT,95284,FROM_AC,,,,,更名和治所迁移,数据下限
Hebei Xian,河北县,河北縣,110.636908,34.685385,今山西芮城县城北魏城遗址,Xian,县,6,-204,4,559,4,95285,POINT,95285,FROM_FD,,,,,新建,更名和治所迁移
Yongle Xian,永乐县,永樂縣,110.547371,34.623436,今山西芮城县西南永乐镇,Xian,县,6,560,4,561,4,95286,POINT,95286,FROM_FD,,,,,更名和治所迁移,撤销
Yongle Xian,永乐县,永樂縣,110.556042,34.628347,今山西芮城县西南永乐镇东北二里,Xian,县,6,618,4,623,4,95287,POINT,95287,FROM_FD,,,,,新建,治所迁移
Yongle Xian,永乐县,永樂縣,110.547371,34.623436,今山西芮城县西南永乐镇,Xian,县,6,624,4,1012,4,95288,POINT,95288,FROM_FD,,,,,治所迁移,撤销
Anyi Xian,安邑县,安邑縣,111.160118,35.180275,今山西夏县禹王乡,Xian,县,6,-204,4,13,3,95289,POINT,95289,FROM_FD,,,,,新建,更名
Hedong Xian,河东县,河東縣,111.160118,35.180275,今山西夏县禹王乡,Xian,县,6,14,3,22,3,95290,POINT,95290,FROM_FD,,,,,更名,更名
Anyi Xian,安邑县,安邑縣,111.160118,35.180275,今山西夏县禹王乡,Xian,县,6,23,3,485,4,95291,POINT,95291,FROM_FD,,,,,更名,更名
Beianyi Xian,北安邑县,北安邑縣,111.160118,35.180275,今山西夏县西北禹王乡,Xian,县,6,486,4,493,4,95292,POINT,95292,FROM_FD,,,,,更名,更名
Xia Xian,夏县,夏縣,111.160118,35.180275,今山西夏县禹王乡,Xian,县,6,494,4,577,4,95293,POINT,95293,FROM_FD,,,,,更名,治所迁移
Xia Xian,夏县,夏縣,111.220055,35.137451,今山西夏县城关,Xian,县,6,578,4,1911,6,95294,POINT,95294,FROM_AC,,,,,治所迁移,数据下限
Yixing Xian,义兴县,義興縣,113.491142,37.327168,今山西和顺县仪村,Xian,县,6,620,4,622,4,95295,POINT,95295,FROM_FD,,,,,新建,撤销
Yicheng Xian,仪城县,儀城縣,113.096759,37.393684,今山西和顺县横岭镇仪城村,Xian,县,6,1216,4,1265,4,95296,POINT,95296,FROM_FD,,,,,新建,撤销
Pingcheng Xian,平城县,平城縣,113.096759,37.393684,今山西和顺县横岭镇仪城村,Xian,县,6,596,4,1073,4,95297,POINT,95297,FROM_FD,,,,,新建,撤销
Pingcheng Xian,平城县,平城縣,113.096759,37.393684,今山西和顺县横岭镇仪城村,Xian,县,6,1086,4,1153,4,95298,POINT,95298,FROM_FD,,,,,新建,撤销
Liangyu Xian,梁榆县,梁榆縣,113.55689,37.337497,今山西和顺县义兴镇北关村西北约二公里,Xian,县,6,556,4,589,4,95299,POINT,95299,FROM_FD,,,,,新建,更名
Heshun Xian,和顺县,和順縣,113.55689,37.337497,今山西和顺县义兴镇北关村西北约二公里,Xian,县,6,590,4,1073,4,95300,POINT,95300,FROM_FD,,,,,更名,撤销
Heshun Xian,和顺县,和順縣,113.55689,37.337497,今山西和顺县义兴镇北关村西北约二公里,Xian,县,6,1086,4,1353,4,95301,POINT,95301,FROM_FD,,,,,新建,治所迁移
Heshun Xian,和顺县,和順縣,113.566879,37.331421,今山西和顺县城,Xian,县,6,1354,4,1911,4,95302,POINT,95302,FROM_AC,,,,,治所迁移,数据下限
Leping Xian,乐平县,樂平縣,113.55689,37.337497,今山西和顺县义兴镇北关村西北约二公里,Xian,县,6,526,4,555,4,95303,POINT,95303,FROM_FD,,,,,新建,治所迁移
Laohe Xian,轑河县,轑河縣,113.369573,37.083603,今山西左权县城北二里,Xian,县,6,215,4,264,4,95304,POINT,95304,FROM_FD,,,,,新建,更名
Laoyang Xian,轑阳县,轑陽縣,113.369573,37.083603,今山西左权县城北二里,Xian,县,6,265,4,447,4,95305,POINT,95305,FROM_FD,,,,,更名,撤销
Jiaozhang Xian,交漳县,交漳縣,113.571907,36.931122,今山西左权县交漳村,Xian,县,6,596,4,605,4,95306,POINT,95306,FROM_FD,,,,,新建,撤销
Liaoyang Xian,辽阳县,遼陽縣,113.36811,37.07428,今山西左权县城,Xian,县,6,526,4,558,4,95307,POINT,95307,FROM_AC,,,,,新建,撤销
Liaoshan Xian,辽山县,遼山縣,113.36811,37.07428,今山西左权县城,Xian,县,6,590,4,1367,4,95308,POINT,95308,FROM_AC,,,,,新建,撤销
Yushe Xian,榆社县,榆社縣,112.963661,37.070942,今山西榆社县城,Xian,县,6,596,4,605,4,95309,POINT,95309,FROM_AC,,,,,新建,撤销
Yushe Xian,榆社县,榆社縣,112.963661,37.070942,今山西榆社县城,Xian,县,6,617,4,1073,4,95310,POINT,95310,FROM_AC,,,,,新建,撤销
Yushe Xian,榆社县,榆社縣,112.963661,37.070942,今山西榆社县城,Xian,县,6,1086,4,1265,4,95311,POINT,95311,FROM_AC,,,,,新建,撤销
Yushe Xian,榆社县,榆社縣,112.963661,37.070942,今山西榆社县城,Xian,县,6,1269,4,1911,6,95312,POINT,95312,FROM_AC,,,,,新建,数据下限
